"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/03/2018","AQS","170310076","1","10.9","ppb","9","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/04/2018","AQS","170310076","1","28.4","ppb","26","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/05/2018","AQS","170310076","1","34.6","ppb","32","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/06/2018","AQS","170310076","1","48.4","ppb","45","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/07/2018","AQS","170310076","1","50.1","ppb","47","COM ED MAINTENANCE BLDG","22","92.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/08/2018","AQS","170310076","1","40.4","ppb","38","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/09/2018","AQS","170310076","1","57.7","ppb","54","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/10/2018","AQS","170310076","1","40","ppb","38","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/11/2018","AQS","170310076","1","43.8","ppb","41","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/12/2018","AQS","170310076","1","64","ppb","62","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/13/2018","AQS","170310076","1","79.5","ppb","78","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/14/2018","AQS","170310076","1","29.2","ppb","27","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/15/2018","AQS","170310076","1","49.6","ppb","46","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/16/2018","AQS","170310076","1","31.7","ppb","29","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/17/2018","AQS","170310076","1","41.5","ppb","39","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/18/2018","AQS","170310076","1","35.2","ppb","33","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/19/2018","AQS","170310076","1","28.8","ppb","26","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/20/2018","AQS","170310076","1","14.5","ppb","13","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/21/2018","AQS","170310076","1","22.9","ppb","21","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/22/2018","AQS","170310076","1","29.8","ppb","27","COM ED MAINTENANCE BLDG","22","92.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/23/2018","AQS","170310076","1","23.5","ppb","22","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/24/2018","AQS","170310076","1","29.3","ppb","27","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/25/2018","AQS","170310076","1","21.6","ppb","20","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/26/2018","AQS","170310076","1","61.6","ppb","58","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/27/2018","AQS","170310076","1","18.8","ppb","17","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"02/28/2018","AQS","170310076","1","26.5","ppb","25","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/01/2018","AQS","170310076","1","44.2","ppb","42","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/02/2018","AQS","170310076","1","77.3","ppb","76","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/03/2018","AQS","170310076","1","83.8","ppb","82","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/04/2018","AQS","170310076","1","32.1","ppb","30","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/05/2018","AQS","170310076","1","21.8","ppb","20","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/06/2018","AQS","170310076","1","32.2","ppb","30","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/07/2018","AQS","170310076","1","22.8","ppb","21","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/08/2018","AQS","170310076","1","24.8","ppb","23","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/09/2018","AQS","170310076","1","45.8","ppb","42","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/10/2018","AQS","170310076","1","56.6","ppb","53","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/11/2018","AQS","170310076","1","53.1","ppb","50","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/12/2018","AQS","170310076","1","50.5","ppb","47","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/13/2018","AQS","170310076","1","62.7","ppb","60","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/14/2018","AQS","170310076","1","78.4","ppb","77","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/15/2018","AQS","170310076","1","57.5","ppb","54","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/16/2018","AQS","170310076","1","18.4","ppb","17","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/17/2018","AQS","170310076","1","51.5","ppb","48","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/18/2018","AQS","170310076","1","63.4","ppb","61","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/19/2018","AQS","170310076","1","45.2","ppb","42","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/20/2018","AQS","170310076","1","11.3","ppb","10","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/21/2018","AQS","170310076","1","39.1","ppb","37","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/22/2018","AQS","170310076","1","52.8","ppb","49","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/23/2018","AQS","170310076","1","69.4","ppb","67","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/24/2018","AQS","170310076","1","15.4","ppb","14","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/25/2018","AQS","170310076","1","16.7","ppb","15","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/26/2018","AQS","170310076","1","35.4","ppb","33","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/27/2018","AQS","170310076","1","32.3","ppb","30","COM ED MAINTENANCE BLDG","22","92.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/28/2018","AQS","170310076","1","35.8","ppb","33","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/29/2018","AQS","170310076","1","56","ppb","53","COM ED MAINTENANCE BLDG","23","96.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/30/2018","AQS","170310076","1","45","ppb","42","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"03/31/2018","AQS","170310076","1","26.2","ppb","25","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/01/2018","AQS","170310076","1","20.1","ppb","19","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/02/2018","AQS","170310076","1","39.4","ppb","37","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/03/2018","AQS","170310076","1","30.4","ppb","28","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/04/2018","AQS","170310076","1","20.8","ppb","19","COM ED MAINTENANCE BLDG","21","88.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/05/2018","AQS","170310076","1","44.2","ppb","42","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/06/2018","AQS","170310076","1","31.1","ppb","29","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/07/2018","AQS","170310076","1","47.1","ppb","44","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/08/2018","AQS","170310076","1","50","ppb","47","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/09/2018","AQS","170310076","1","48.5","ppb","45","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/10/2018","AQS","170310076","1","44.8","ppb","42","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/11/2018","AQS","170310076","1","47.3","ppb","44","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/12/2018","AQS","170310076","1","21.9","ppb","20","COM ED MAINTENANCE BLDG","22","92.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/13/2018","AQS","170310076","1","36.3","ppb","34","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/14/2018","AQS","170310076","1","10.6","ppb","9","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/15/2018","AQS","170310076","1","18.7","ppb","17","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/16/2018","AQS","170310076","1","14.8","ppb","13","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/17/2018","AQS","170310076","1","27.1","ppb","25","COM ED MAINTENANCE BLDG","22","92.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/18/2018","AQS","170310076","1","62.2","ppb","60","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/19/2018","AQS","170310076","1","55","ppb","52","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/20/2018","AQS","170310076","1","64.2","ppb","62","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/21/2018","AQS","170310076","1","55.3","ppb","52","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/22/2018","AQS","170310076","1","30.7","ppb","28","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/23/2018","AQS","170310076","1","33.2","ppb","31","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/24/2018","AQS","170310076","1","35.9","ppb","33","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/25/2018","AQS","170310076","1","35.9","ppb","33","COM ED MAINTENANCE BLDG","24","100.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
"04/26/2018","AQS","170310076","1","50.5","ppb","47","COM ED MAINTENANCE BLDG","22","92.0000","42602","Nitrogen dioxide (NO2)","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007"
